S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,target
0.18475361119862754,0.4739479307334211,0.20599592141335904,0.20822093016812576,0.16437765001119112,0.8172810108144193,0.8309197793596752,0.8767886897078707,0.2667437746431356,0.006225408759130344,0.33496660412667695,0.18493562019811766,0.1758876940415413,0.8148144785175385,0.8883813451763699,0.7103539485618686,0.5880827316093419,0.5047166684047544,0.5396880277865812,0.3365075311596561,0.43322623904167284,0.38377640771251453,0.3802605045691534,0.47477545066128757,0.5310657895851403,0.48122710113416545,0.5618603393430572,0.3887202412693759,0.3756258337889706,0.38808332917560573,0.36604258885985763,0.36681032379788947,0.4262506086892643,0.42285280170539696,0.30885074007894836,0.24524050559706262,0.26754096427211893,0.5210006896104431,0.5334025493532726,0.5908452314408965,0.5659872782276272,0.3138605969356125,0.3765580192572563,0.2733035552469837,0.29906743330958685,0.4299938418160061,0.6631158649905455,0.5998307937572627,0.6755451461441409,0.16473647777751335,0.5336778532990838,0.35055755823312973,0.3970223496576566,0.39494558314828576,0.4054253997884558,0.2785269527904808,0.6748825574035378,0.5711326691736951,0.5475045131477776,0.38184496898008213,0.3789982063918722,0.39358790458796344,0.40441117761707435,0.4160639318366952,0.30358561075329005,0.544632061739645,0.3175923648570858,0.309328181478577,0.21722263966368288,0.6745505248622236,0.6842602393215391,0.7883735523645659,0.24707216112994362,0.4359481869836981,0.2501838107731056,0.24247647778547268,0.15281057027933403,0.7800512600812854,0.7860168188474255,0.8421200122826766,0.5357722526524507,0.45315803816011835,0.5179789020012979,0.35342639118455854,0.31764751541857517,0.4489549609635597,0.44608815565828097,0.5134161304348852,0.5888260853144438,0.45455106280990987,0.44894102947238257,0.29007017305159655,0.24674054695702596,0.45392189229085245,0.46119948686630896,0.3386885423451935,0.6349233792976552,0.3574039749548681,0.3829499925341175,0.2944687028100884,0.27741680353616505,0.4616768686660544,0.48672624062644143,0.4041613414903744,0.5493948288572532,0.3036642900178238,0.376160135781349,0.23686203224168795,0.261025127307981,0.48160791028326666,0.5491642355012119,0.5747473621232788,0.5620936801837241,0.5093445885455525,0.4494274117453681,0.2699800214357735,0.24552313689128968,0.4743877408737095,0.4849392625631813,0.43427192496698264,0.6168084643935732,0.5137082197313636,0.46669523008995395,0.26118281319638315,0.22360595413457296,0.46239339861575046,0.46841506077465067,0.43239798604034285,5.0
0.20228175022838032,0.5182757034297045,0.2268934772955804,0.2314655555038949,0.17196237883911278,0.798247270069086,0.8055973386679945,0.8760935022439352,0.3987214607928238,0.00783957715935004,0.5222938333395932,0.29315401476145336,0.27652265796565995,0.6245649273855002,0.7192862519455974,0.43536326194649555,0.7884990423285145,0.6337643671467252,0.8501608952724965,0.5660083628387242,0.5857336363840464,0.07237623904131496,0.07809524231264664,0.24720260177755282,0.7110238869000655,0.5976195901169669,0.8873643904377551,0.6531488075971007,0.6184211437209208,0.0757764902681457,0.06461716789471672,0.10955462153237994,0.6576034426264683,0.6001941690952988,0.5645156335598025,0.46804492956049004,0.4673319994977114,0.142509784923607,0.15853882809208208,0.4361162637170075,0.7791566636383143,0.43146277157436486,0.6296369743908218,0.48631233188706524,0.4236281431073957,0.08110212128136696,0.4653184116343807,0.5389505550477509,0.9058991013925013,0.20841619678943804,0.8547197574794411,0.5985487222643305,0.5826406766282055,0.08649886631814141,0.08605295837821814,0.03765339163615544,0.904339787613959,0.7237135955700829,0.8861049545088135,0.6673792222623106,0.6297323173998677,0.08331533790533663,0.08307931246534861,0.13218333988749076,0.39238938999746226,0.6701293053482944,0.41973135551356444,0.42161948130295634,0.28505606982706727,0.5568944583819262,0.5822960037001099,0.7298614654794999,0.32906691109922953,0.5598074055905568,0.331410448953355,0.3354928381986725,0.20015292338486507,0.6857168604675592,0.6997540582849895,0.7791223556614608,0.7920878586824762,0.6104812869234977,0.8621194896587469,0.6307361695453655,0.5806233333491932,0.08538493076191656,0.08387191124972126,0.20462128349556186,0.8703562315115276,0.6153051264476288,0.7486559666117065,0.5123965798938406,0.4854029130291099,0.09442042314928112,0.11227456707416716,0.12556522996647512,0.8784346139107546,0.4773031902227898,0.6356702306536866,0.5379836303541592,0.4952289888907164,0.08818576630342378,0.09042953485800975,0.19451402013158559,0.7653850274980141,0.3966942681939437,0.6153302158057199,0.43665822415993066,0.41072536835815765,0.09855392126671192,0.16087138786984356,0.26275345175589715,0.8495023272224614,0.6822701422262565,0.7938729268137708,0.48745071493828784,0.44745462550698334,0.10089290754512059,0.10060151157820951,0.0684017936969612,0.9032483029200682,0.6831825093298853,0.8138015316624863,0.4660558803833743,0.4286750566021189,0.09588346862187902,0.06837034886041149,0.15490666407953313,4.0
0.17987608465158925,0.4601494343225131,0.1946649923831987,0.18953559849357587,0.15273290832083194,0.8280241136056787,0.8279951705259796,0.88915270901096,0.41905148657528735,0.0070744053622070705,0.5054858713845085,0.26280578112834735,0.24868496305545423,0.6377565696328891,0.7393503025123735,0.5216205671379356,0.5810897982661005,0.48618733909996226,0.530050245721908,0.33341437907094734,0.3708887755499117,0.39196146060804826,0.3898183907524255,0.4232211654045912,0.5239017458824657,0.4596879625139453,0.5518937274255007,0.3920246963654399,0.419843797424505,0.3972840337718351,0.38819322855153726,0.36439257233797884,0.4786937725375648,0.448982317542753,0.331159346088666,0.2604271440453606,0.2759851002372583,0.47771009624102767,0.4781147014981544,0.671825298469805,0.5951184642389133,0.3227653520275964,0.39115741210840815,0.2869317864743617,0.2780728525966193,0.40025562273183257,0.6363266001736717,0.6263998363397874,0.6761601225746259,0.15952137962691157,0.5256185663062105,0.3476030504156107,0.35180244670936034,0.40030771277250543,0.40408091450415506,0.3158759022458897,0.6772212392190509,0.5543785575540734,0.544369026548741,0.3831509007984242,0.36889608632669624,0.4025614398294445,0.40628715081979294,0.3355237635220214,0.34135208191891386,0.5816000422592873,0.35820644075523905,0.34896700550541704,0.258211448399284,0.6302537671284428,0.6513125352471093,0.7432140814050687,0.2766942282566841,0.46257958760833395,0.28036232241121106,0.2745421585338846,0.1743737446915386,0.744291531558524,0.7518790490424905,0.8083198275362322,0.5263074402666292,0.4365240430930435,0.5051920284472303,0.3536421934836076,0.3212277446752769,0.46304626603823584,0.4639611138827353,0.4437312255613255,0.5784826233168101,0.4375415008528334,0.43541928586150036,0.2774947658080379,0.2710584725334718,0.47476458005302213,0.4679884323741157,0.4812780908160197,0.6583176104510038,0.36618991124691713,0.38783996514478875,0.295699369855415,0.28958662456299356,0.43440091364416555,0.46598108323453036,0.4629267243336428,0.5712745334123155,0.3125667771659636,0.37981967316733,0.23299346112043917,0.23978298030698786,0.46602472180900056,0.5119090750442921,0.3123622168923035,0.5647145274910929,0.4964984709964595,0.44165187266548894,0.266512468510827,0.22023590601929333,0.4786774990579514,0.47727921106516624,0.3760712872571541,0.6197083525025653,0.5034771432366651,0.4594588128151226,0.2574938990111686,0.23012471071573204,0.4678176090382268,0.46105348335626095,0.44504801917938797,5.0
0.2002068059028037,0.4799643826176424,0.25093040913019704,0.2789325499542339,0.1983180104411115,0.8062892351620852,0.8096650455946711,0.876072951776739,0.4049098164552274,0.00566242515617515,0.5320566567663951,0.29386854369195314,0.27957387683329643,0.6114815262456459,0.7316702100226379,0.5224662128056826,0.7466371680050187,0.6167592989784463,0.7941482509485877,0.5332406374556025,0.5146280389766071,0.11869707293427223,0.1376644482835161,0.2786613042114743,0.6729237711176416,0.5784222405515714,0.8326513926178634,0.6145477144356724,0.5945760347670659,0.12399313697772008,0.1451988403764235,0.17747940019708008,0.6625725290307047,0.5994073911307054,0.5473778524142803,0.4492809657111744,0.39517156190269853,0.16177453577039835,0.18886351485467334,0.6723121084494565,0.761293007229424,0.4203229710979244,0.6037954283353317,0.46684812485041116,0.3761353824343313,0.08279930129786628,0.4929611565128239,0.5043490817919118,0.8681945047669544,0.20305668857853257,0.8071492172846281,0.5642275316965139,0.5546718281014964,0.12117761317924924,0.15122063061004343,0.10498370955099046,0.8714504671882113,0.7065843838756158,0.8410812349618026,0.6318100751770805,0.5948967160791724,0.12471269703052701,0.14593526062827844,0.14939556729521253,0.4207686046538792,0.6731246891081093,0.45212931052554006,0.45514038304140986,0.31283816032499795,0.5218910681276068,0.5501919740235233,0.6797611082658594,0.351668659685891,0.5594158404210936,0.3555791649834798,0.3579128456248402,0.20848501874517628,0.6561542981473362,0.6691884889896322,0.7494208890055614,0.7438909732539862,0.5992214025380875,0.8030365209314879,0.594347850464923,0.530933477454925,0.1393010387066309,0.15901646103732459,0.13130985405577622,0.8162655870970843,0.6007324223062551,0.694553534624897,0.4709112284177219,0.46496243495506484,0.1470299164373554,0.1634292714754928,0.23606635010788657,0.8576278775241604,0.47234871013794977,0.6031432687195879,0.5209679191992432,0.47369398149716224,0.10942703192407754,0.12130747559157751,0.2155680986149453,0.7402261313466203,0.3902976384404221,0.5806883049194834,0.41859489442581793,0.38762098505733067,0.12352499172147646,0.18505848075237763,0.20585596196885847,0.8119891882150211,0.6704325251130576,0.7471442183173949,0.46018489341118984,0.39766596198314375,0.14335372146533998,0.14609051019385944,0.12103200793208657,0.8636372151791347,0.6726087411403341,0.7689353869481046,0.4410731591236373,0.40260360907415527,0.13510042614005546,0.11901976978784923,0.18055152188871793,4.0
0.20463964812824337,0.4838302106937885,0.2515406741202662,0.27917028877239036,0.20565127525026974,0.8088466059893444,0.8211074772339861,0.873191929813816,0.3190944312249688,0.00531689620988678,0.3947821813290796,0.20700083321136917,0.20189592586380506,0.6450413939527169,0.7506050347526917,0.6353448306432539,0.5346653070454078,0.4879189762030103,0.47600654008673615,0.30134526321863603,0.33669010548387873,0.43626151262750057,0.4437550475458756,0.5225187064813084,0.4820092865110902,0.46028401674501873,0.5007889687434397,0.3502831153210394,0.33999491242806407,0.4436154975136791,0.45807233490873545,0.45172828332809134,0.48158630271261144,0.4710352717091615,0.3297004357019611,0.23746861723495105,0.2229823475883973,0.49106815495454037,0.4980449578224577,0.8427226593412462,0.5880028629116998,0.3398772337396021,0.37615471759493424,0.26682555477822056,0.29355621626664086,0.39807430875352945,0.6738199387009249,0.654517163132293,0.630479167326458,0.16050961030309083,0.48128683993270915,0.3144639874707178,0.34269763600396574,0.4333710961896998,0.4777769230076805,0.36649121207450963,0.6360500983096953,0.5596204164645682,0.4973285453480364,0.34884246777690275,0.34695436772399935,0.4384205326890692,0.46464282038557114,0.4575353310967909,0.38380801942280757,0.6221175094313045,0.4033645534018911,0.39477538437825793,0.2707913589371376,0.5862236196130506,0.6014202269228595,0.6959414460061033,0.31089046307327667,0.49234818054374296,0.3153216517512807,0.3031890679331001,0.19621079487028764,0.7072226044682167,0.7139371883148858,0.7680504895983296,0.4752672988947872,0.4475853206334064,0.45046144975359104,0.3162368750628193,0.24330459204717114,0.5097469256390447,0.5223185016735439,0.450036688279986,0.5205500173117055,0.4449045316455629,0.38533182192910154,0.24611014716472335,0.22433334622321854,0.5130072289467749,0.525932543071405,0.4824457905244015,0.6460571556621142,0.38406514503539735,0.3708552631104381,0.2860386235825335,0.24429488044547998,0.4572990905011165,0.48985387351462206,0.49133568695580543,0.5523225152505968,0.3230301609676912,0.35947215829552126,0.2196349007377516,0.1896015485711735,0.487406862080884,0.5676360346142317,0.4547003932608291,0.5224712901509679,0.5088675633800985,0.39842069873427394,0.24168379597562714,0.1961927887146656,0.5151320001679041,0.5336989965861638,0.5174811268645858,0.5748879313933535,0.5149872422775086,0.4185115675052685,0.2368883669646984,0.19301940186406996,0.5000976693221357,0.5176094752621333,0.43329534191579944,5.0
0.208225981221934,0.4681203152808582,0.2661581321853566,0.3032559447640086,0.23411091832430506,0.7963312263666542,0.8128088856854925,0.8661894073276262,0.2829186412698153,0.0036853884478295564,0.4039527305141285,0.2332514694522619,0.21725246907383267,0.6251564776243517,0.7779242272413507,0.7260196704614705,0.6784520093219291,0.6192234415116751,0.7123379989935622,0.4790796294759065,0.46635978816965235,0.20049987762134092,0.19628976663524456,0.39893122903045164,0.6128575044621879,0.5821031449027557,0.7485650289742498,0.5507460321498023,0.4677487914980539,0.20457890535348988,0.23566869009634672,0.27679375583166577,0.6260891401107223,0.5976633058941696,0.5254522135809989,0.42088260260460186,0.3436338907283014,0.20908432704742164,0.2509600618909167,0.7326448025420946,0.7182151187321886,0.42467633626964085,0.5704859578127999,0.429149992302436,0.4057844247708772,0.13436382860883134,0.5232411683073505,0.6056827974176429,0.799147044176334,0.20464823581221123,0.7374679521586848,0.5139358896168291,0.533490262454406,0.19153999329014226,0.21397921274766296,0.13720885421656437,0.8041560720746423,0.7119770354353319,0.7639746638479707,0.5804787211885811,0.568661530302717,0.19282625156399402,0.2251440143874941,0.37580609246411645,0.4432213621916821,0.6756979385391493,0.4793410420979236,0.4850646758470419,0.31828168005507884,0.4951880571599935,0.516486125915187,0.659882494465563,0.3712202835163878,0.5611092107059881,0.37704260053129623,0.37826908506749646,0.24307981223524483,0.6298653359193737,0.644210559468908,0.724980549475113,0.6654427097560152,0.6099183232403349,0.7139951235111185,0.5286684517554476,0.4252283876620797,0.2246024690616144,0.24349215504388866,0.29394550448806434,0.7287281874193903,0.611326397365999,0.6192680853256389,0.4229010426885389,0.4002842479415254,0.22778161292354815,0.2679109892445901,0.24337450087063495,0.804122203302218,0.4781104750875622,0.566932176366022,0.48066574960786235,0.38130258424548125,0.1744142386228531,0.19169446488275166,0.34890927239421154,0.6853044953660254,0.3909784474400756,0.5379828221672586,0.3785303684975411,0.2978649045016283,0.19679988870186205,0.27234569844949164,0.3052869870709882,0.7373246647906938,0.6824491000066539,0.674002139524311,0.42104263642079964,0.35633834057709335,0.21651325308994296,0.22592897775052134,0.24079405629309325,0.7886130433630816,0.6843502858605577,0.6994001681109585,0.40509453501878856,0.33610090016222294,0.20466180285552116,0.2061181861879251,0.2150194513154582,4.0
0.19638517765941504,0.4677192878059173,0.21436645721988107,0.21885673774782718,0.1907704844359467,0.8108570742770574,0.8183827981950347,0.8682241299501312,0.24681030549965932,0.005054739442773511,0.46504895847103206,0.2603459266159854,0.30059318841019317,0.5222270956692087,0.5678829905265341,0.4074979188647023,0.4941930736671003,0.504147937427408,0.43229961611260825,0.2777081689538599,0.30990134188909874,0.48764895937233044,0.4623621213890846,0.5630842825699129,0.4457845270988615,0.4731170712202243,0.45195952696474434,0.3154761385231234,0.2746076339098344,0.49337500762250064,0.5024696681233897,0.4640504338750926,0.4649041983406315,0.4859202672649854,0.32486291515843463,0.2313331294958893,0.17420429845449636,0.5116300617207966,0.5430912402160597,0.743805588990879,0.5654990971838898,0.35607415935996234,0.3692301521946516,0.24764046193886838,0.2447422199225373,0.44037909625745075,0.6815023413216903,0.6598556881080029,0.5887806566916274,0.1657050284028874,0.4427176910747781,0.29117744553184804,0.3451378156967244,0.48278409383904464,0.47708304636129284,0.4014267159661209,0.5911360593158932,0.5746730709191807,0.4546009406305417,0.3276536689119607,0.3240695533156659,0.4826155292613423,0.5037815829975234,0.5917037939441955,0.40755669290211166,0.6469898695097778,0.4302502390674061,0.4245208111573211,0.29515915191069,0.5597413816747295,0.5749659200048971,0.6834568790504394,0.3320644462862093,0.5133539623910599,0.3367592976389072,0.3286152588215923,0.2363367703943014,0.6806972437383495,0.6927665938846624,0.7467656031384112,0.4291329051892771,0.46488158280616765,0.4011906986857918,0.28163652143850615,0.18931375899395508,0.5635522819979936,0.5642722404367104,0.6386529812270666,0.4689911677978162,0.46514704516604244,0.3435624484748556,0.22261554572979259,0.18949066396932812,0.5685650230105033,0.5854949417748087,0.47801542099100636,0.6144939896717097,0.40038958627699617,0.3583145043219163,0.25874660006716477,0.1917015303866213,0.490930543698781,0.553125536108453,0.6647340959903807,0.5180879999757728,0.3324803060002587,0.33975308808276194,0.19896435235010196,0.14713691512701532,0.5362809466428322,0.6024432738598811,0.40533977394697995,0.47529318601935877,0.5273438687245524,0.3577276742338568,0.22448074474965232,0.16562605504134165,0.5628300486680807,0.5752754024626159,0.4934466435630087,0.5307213854457383,0.5362573087221658,0.3794451827491453,0.21669210047240633,0.15528331931925415,0.54724330783498,0.5597157802682322,0.500191857631267,5.0
0.20192524645103105,0.45759890278115023,0.219746021618894,0.22877687020194462,0.19170463227043885,0.7967506664426548,0.8102582452277847,0.8609419321402608,0.3353106438468688,0.005097282183663841,0.6026440866873672,0.348740789711036,0.3899789345866087,0.5653173591514389,0.6828938295176369,0.5039667124214867,0.6450914264795335,0.6424032007572567,0.6625053968603597,0.4532137478803608,0.4673971376008234,0.24592894947295374,0.24968063807068752,0.42672333249571404,0.581298517073686,0.5967511948318726,0.6955957250789,0.5149413897726559,0.40614393539163723,0.2497157153786027,0.26736332344914415,0.3109969242737247,0.6082550083443614,0.6009697520061272,0.5039067259890331,0.4090373956676836,0.3247331152832931,0.22168063756537082,0.2628160211807231,0.565802161173929,0.6929316009518598,0.4309929169817579,0.5452593910877016,0.4150215522930325,0.3484715505991106,0.17116807969232317,0.5550236296302308,0.534531833951855,0.7663707867649094,0.21107861553763838,0.6919618662686416,0.48641352098583834,0.5013157238474935,0.2299151640222259,0.21731289177120394,0.2330911711304764,0.766701321834645,0.7333762863909903,0.7191216901492379,0.5442091346785446,0.5000911030716236,0.2303730882006667,0.25770147558581047,0.3851767906143606,0.45230497054744856,0.6806787201011877,0.49206536568779913,0.5018416705662624,0.3549719039123811,0.4834350623410295,0.5097492624649933,0.655759480828608,0.3806340981510113,0.5673277426307733,0.3873805229974813,0.3925253976947158,0.26933362444148073,0.6162267119102975,0.6350935692347994,0.7102361833176846,0.6245919447214929,0.6285613499109377,0.6612423442597642,0.49263587573694334,0.3844266674578054,0.27544792815052,0.28920434501747816,0.4718236365716315,0.6856459998823627,0.6351135286691438,0.5726351246908492,0.3940983570416233,0.3741630604497377,0.2801150647617727,0.31024820507653383,0.280304953417696,0.7709648749544784,0.4855342230669899,0.5411814945181668,0.45185720355183767,0.38106082187103274,0.20310739944837697,0.2411578798888323,0.43792264903856504,0.650761733926134,0.39548623095607505,0.5062657953063007,0.3526273571496537,0.27661195886588774,0.23887072967667744,0.30469648053233955,0.22642132645678759,0.6955802698713421,0.7031820336245831,0.6282112628115655,0.3983248997529648,0.3222484570801101,0.2586839739825755,0.26331672895658675,0.2674059429705389,0.7508177559456706,0.7059688086778269,0.6533745141606917,0.37709697666413955,0.3069382346692866,0.24729774555730333,0.2518865876313796,0.31686031933891257,4.0
0.20535615375487584,0.4855330978036746,0.21205845368131224,0.21286587365593715,0.18056673564129952,0.804644635325877,0.8166515851534454,0.8558792192351938,0.3905728490819135,0.0069158220014750565,0.6166331155237961,0.333663268020356,0.3999221612119748,0.5748850279857205,0.6858783973382065,0.49086052235071587,0.49495326650503124,0.5219263650469241,0.4252977865989145,0.27757676140080195,0.33421218441739403,0.48217225870098634,0.5036414289834168,0.5985997926303142,0.4463183979561436,0.48725277595802996,0.44593585704359956,0.3127434449870863,0.26085839609543787,0.49147943033588903,0.4896985341000045,0.4999970456550955,0.4741076648722076,0.49010148967113043,0.32004177823742913,0.23678006797367585,0.19661219881424108,0.4935426784151933,0.5191954180857115,0.649999789158334,0.5654904785146806,0.35400693540805106,0.3594681511053872,0.2622306672007424,0.31304202150477944,0.42442746317677105,0.7026965100645722,0.5617000570822541,0.591952280589144,0.17034829038975832,0.43679802844776394,0.2848092406757061,0.29821488380195726,0.47266075763093274,0.46755727659354296,0.4750141583972525,0.5914427638984463,0.5902940873288345,0.4517120783467169,0.3178609489960903,0.28587188432377275,0.4768802837654399,0.4870889620606128,0.49652084591556844,0.4105824269935308,0.6524724801065875,0.43453325799952525,0.4310343424957905,0.32652226030375886,0.557702890583687,0.5797451772748942,0.6949246261790878,0.33558846022204536,0.5192841870679739,0.3409225169962091,0.3340838607739146,0.2589252307553722,0.6784080176326721,0.6886470076404206,0.7353498221264878,0.42949099824744424,0.4803902612290729,0.3956772066832359,0.2814144662471715,0.19497753791098482,0.5581782097827191,0.5689425145285225,0.6981403505373401,0.47156281849202225,0.4835168849757612,0.3371823474855731,0.21933154179975156,0.19422328218315155,0.563600506580583,0.58160312500384,0.5247395465622877,0.6165944128188774,0.40421265074964396,0.35398357121165375,0.2589457420754171,0.22402527664379057,0.48471081852496445,0.5334078007830518,0.5272407113666371,0.5182116069488347,0.3343696898600498,0.3328847526787907,0.1952758900092374,0.16600776410100715,0.5269705965681626,0.5812930828442548,0.5532724090627998,0.47615810075762155,0.5426404756967709,0.35298452007027165,0.22060127237242275,0.16110625058661043,0.5566253146393607,0.5586507715172399,0.5408250698941908,0.533349757951656,0.5504806085439145,0.373095043315137,0.21136372441902823,0.1631490185495067,0.5424850373113577,0.5605647832551638,0.5667891499672113,5.0
0.22929885390933705,0.49075749243134614,0.2525377354269275,0.26289766574131346,0.20534354852755252,0.7667533456368272,0.7925338485922107,0.840950357930233,0.44290875491962967,0.0055509525481533695,0.5835170615391805,0.32250465125491495,0.317794987031802,0.6577084264335717,0.8890954782578001,0.8016936974519511,0.6639844422708476,0.6393500196923547,0.678395628382008,0.4643447432170104,0.4757423415803667,0.22195824262881625,0.266196567973249,0.4453902276809001,0.5998128092797788,0.5959301582226989,0.7155374146388085,0.5379364728566116,0.4560352272276859,0.22671343417208556,0.2466783153835297,0.32105389417266417,0.6158512685284285,0.5972324264992646,0.5073851738455943,0.41624857403774307,0.29955516056734,0.2166250385506796,0.22137525713518613,0.5424063499887319,0.6957511670518954,0.42156380507279456,0.547218284876124,0.44419797673652694,0.4925791371167739,0.1595899191689938,0.5418337783332386,0.5144669244698699,0.7893824795852249,0.20859939038736366,0.7119870892778967,0.5034511515672576,0.4508757633229905,0.20322859560757855,0.2017492680936488,0.29219488557500384,0.7894525417177622,0.7230300559854668,0.7424400770455906,0.5665600349642956,0.5145703073282379,0.20535328768428385,0.21936919749976602,0.3285502362831434,0.4463313342182982,0.6708534358414515,0.48717281129989554,0.4973655586391241,0.36048198194275327,0.48930950367906645,0.5169477629684156,0.6760612156912988,0.3754716686740559,0.5564456099084673,0.38423765965674433,0.3888553984060844,0.2746784463680314,0.621693819654553,0.6326319217193115,0.690970607392541,0.6564390690614585,0.6329761382303636,0.6880008892953856,0.5097023959171195,0.4178386108723544,0.24030980397842772,0.2471621125355572,0.4938862901539023,0.72326327566215,0.6342544058148432,0.59706551422094,0.41085360705220075,0.36398548079532167,0.24335591604689055,0.2808205838370261,0.3131099370927095,0.7942073438029313,0.48362216634725597,0.5525217009516175,0.46340770581894675,0.40346625875326847,0.18143117960905797,0.1952227733152374,0.3620363126779762,0.6743258982343945,0.3935783887317238,0.5203115075314921,0.3723536272637708,0.29729809355385506,0.20685512475028545,0.2657369750864025,0.36568450661875884,0.7318413509014118,0.7065280160458829,0.6543421275976264,0.4121357918233428,0.3409271882108519,0.22402901461007385,0.22127076620794606,0.2888510373418953,0.785825076278716,0.7056913682290944,0.6784913676248807,0.39226177397732986,0.32611569094081094,0.2137190605524646,0.21577536151087373,0.26207388783742935,4.0
